dec_date,dec_region,dec_total nitrogen,dec_total phosphorus,dec_dissolved phosphorus,dec_chlorophyll-a,dec_secchi depth,dec_temperature
2021-05-11,Main Lake Central,,,,,,
2021-05-12,Main Lake Central,,,,,,
2021-05-13,Main Lake Central,,,,,,
2021-05-14,Main Lake Central,,,,,,
2021-05-15,Main Lake Central,,,,,,
2021-05-16,Main Lake Central,,,,,,
2021-05-17,Main Lake Central,,,,,,
2021-05-18,Main Lake Central,,,,,,
2021-05-19,Main Lake Central,,,,,,
2021-05-20,Main Lake Central,0.38,10.6,9.5,4.18,4.3,14.9
2021-05-21,Main Lake Central,0.38,10.6,9.5,4.18,4.3,14.9
2021-05-22,Main Lake Central,0.38,10.6,9.5,4.18,4.3,14.9
2021-05-23,Main Lake Central,0.38,10.6,9.5,4.18,4.3,14.9
2021-05-24,Main Lake Central,0.38,10.6,9.5,4.18,4.3,14.9
2021-05-25,Main Lake Central,0.38,10.6,9.5,4.18,4.3,14.9
2021-05-26,Main Lake Central,0.38,10.6,9.5,4.18,4.3,14.9
2021-05-27,Main Lake Central,0.38,10.6,9.5,4.18,4.3,14.9
2021-05-28,Main Lake Central,0.38,10.6,9.5,4.18,4.3,14.9
2021-05-29,Main Lake Central,0.38,10.6,9.5,4.18,4.3,14.9
2021-05-30,Main Lake Central,0.38,10.6,9.5,4.18,4.3,14.9
2021-05-31,Main Lake Central,0.38,10.6,9.5,4.18,4.3,14.9
2021-06-01,Main Lake Central,0.38,10.6,9.5,4.18,4.3,14.9
2021-06-02,Main Lake Central,0.375,9.649999999999999,7.75,3.329999999999999,4.75,13.15
2021-06-03,Main Lake Central,0.37,8.7,6.0,2.48,5.2,11.4
2021-06-04,Main Lake Central,0.37,8.7,6.0,2.48,5.2,11.4
2021-06-05,Main Lake Central,0.37,8.7,6.0,2.48,5.2,11.4
2021-06-06,Main Lake Central,0.37,8.7,6.0,2.48,5.2,11.4
2021-06-07,Main Lake Central,0.37,8.7,6.0,2.48,5.2,11.4
2021-06-08,Main Lake Central,0.37,8.7,6.0,2.48,5.2,11.4
2021-06-09,Main Lake Central,0.37,8.7,6.0,2.48,5.2,11.4
2021-06-10,Main Lake Central,0.365,9.399999999999999,6.0,2.539999999999999,4.9,13.45
2021-06-11,Main Lake Central,0.365,9.399999999999999,6.0,2.539999999999999,4.9,13.45
2021-06-12,Main Lake Central,0.365,9.399999999999999,6.0,2.539999999999999,4.9,13.45
2021-06-13,Main Lake Central,0.365,9.399999999999999,6.0,2.539999999999999,4.9,13.45
2021-06-14,Main Lake Central,0.365,9.399999999999999,6.0,2.539999999999999,4.9,13.45
2021-06-15,Main Lake Central,0.365,9.399999999999999,6.0,2.539999999999999,4.9,13.45
2021-06-16,Main Lake Central,0.36,10.1,6.0,2.6,4.6,15.5
2021-06-17,Main Lake Central,0.36,10.1,6.0,2.6,4.6,15.5
2021-06-18,Main Lake Central,0.36,10.1,6.0,2.6,4.6,15.5
2021-06-19,Main Lake Central,0.36,10.1,6.0,2.6,4.6,15.5
2021-06-20,Main Lake Central,0.36,10.1,6.0,2.6,4.6,15.5
2021-06-21,Main Lake Central,0.36,10.1,6.0,2.6,4.6,15.5
2021-06-22,Main Lake Central,0.36,10.1,6.0,2.6,4.6,15.5
2021-06-23,Main Lake Central,0.36,10.1,6.0,2.6,4.6,15.5
2021-06-24,Main Lake Central,0.375,8.600000000000001,5.4,2.41,7.1,17.4
2021-06-25,Main Lake Central,0.375,8.600000000000001,5.4,2.41,7.1,17.4
2021-06-26,Main Lake Central,0.375,8.600000000000001,5.4,2.41,7.1,17.4
2021-06-27,Main Lake Central,0.375,8.600000000000001,5.4,2.41,7.1,17.4
2021-06-28,Main Lake Central,0.375,8.600000000000001,5.4,2.41,7.1,17.4
2021-06-29,Main Lake Central,0.375,8.600000000000001,5.4,2.41,7.1,17.4
2021-06-30,Main Lake Central,0.375,8.600000000000001,5.4,2.41,7.1,17.4
2021-07-01,Main Lake Central,0.375,8.600000000000001,5.4,2.41,7.1,17.4
2021-07-02,Main Lake Central,0.3675,8.575000000000001,5.2,3.459999999999999,5.8,18.75
2021-07-03,Main Lake Central,0.3675,8.575000000000001,5.2,3.459999999999999,5.8,18.75
2021-07-04,Main Lake Central,0.3675,8.575000000000001,5.2,3.459999999999999,5.8,18.75
2021-07-05,Main Lake Central,0.3675,8.575000000000001,5.2,3.459999999999999,5.8,18.75
2021-07-06,Main Lake Central,0.3675,8.575000000000001,5.2,3.459999999999999,5.8,18.75
2021-07-07,Main Lake Central,0.3675,8.575000000000001,5.2,3.459999999999999,5.8,18.75
2021-07-08,Main Lake Central,0.36,8.55,5.0,4.51,4.5,20.1
2021-07-09,Main Lake Central,0.3525,9.075000000000001,5.075,4.864999999999998,4.8,19.5
2021-07-10,Main Lake Central,0.3525,9.075000000000001,5.075,4.864999999999998,4.8,19.5
2021-07-11,Main Lake Central,0.3525,9.075000000000001,5.075,4.864999999999998,4.8,19.5
2021-07-12,Main Lake Central,0.3525,9.075000000000001,5.075,4.864999999999998,4.8,19.5
2021-07-13,Main Lake Central,0.35833333333333334,9.4,5.216666666666667,4.279999999999999,5.0,19.633333333333333
2021-07-14,Main Lake Central,0.35833333333333334,9.4,5.216666666666667,4.279999999999999,5.0,19.633333333333333
2021-07-15,Main Lake Central,0.35833333333333334,9.4,5.216666666666667,4.279999999999999,5.0,19.633333333333333
2021-07-16,Main Lake Central,0.3575,9.825000000000001,5.325,4.164999999999999,5.25,19.4
2021-07-17,Main Lake Central,0.3575,9.825000000000001,5.325,4.164999999999999,5.25,19.4
2021-07-18,Main Lake Central,0.3575,9.825000000000001,5.325,4.164999999999999,5.25,19.4
2021-07-19,Main Lake Central,0.3575,9.825000000000001,5.325,4.164999999999999,5.25,19.4
2021-07-20,Main Lake Central,0.3575,9.825000000000001,5.325,4.164999999999999,5.25,19.4
2021-07-21,Main Lake Central,0.3575,9.825000000000001,5.325,4.164999999999999,5.25,19.4
2021-07-22,Main Lake Central,0.3575,9.825000000000001,5.325,4.164999999999999,5.25,19.4
2021-07-23,Main Lake Central,0.37,10.05,5.5,3.11,5.4,19.9
2021-07-24,Main Lake Central,0.37,10.05,5.5,3.11,5.4,19.9
2021-07-25,Main Lake Central,0.37,10.05,5.5,3.11,5.4,19.9
2021-07-26,Main Lake Central,0.37,10.05,5.5,3.11,5.4,19.9
2021-07-27,Main Lake Central,0.37,10.3,5.6499999999999995,6.34,3.6,20.6
2021-07-28,Main Lake Central,0.37,10.3,5.6499999999999995,6.34,3.6,20.6
2021-07-29,Main Lake Central,0.3675,9.6,5.6,4.989999999999999,4.05,21.05
2021-07-30,Main Lake Central,0.3675,9.6,5.6,4.989999999999999,4.05,21.05
2021-07-31,Main Lake Central,0.3675,9.6,5.6,4.989999999999999,4.05,21.05
2021-08-01,Main Lake Central,0.3675,9.6,5.6,4.989999999999999,4.05,21.05
2021-08-02,Main Lake Central,0.3675,9.6,5.6,4.989999999999999,4.05,21.05
2021-08-03,Main Lake Central,0.3675,9.6,5.6,4.989999999999999,4.05,21.05
2021-08-04,Main Lake Central,0.3675,9.6,5.6,4.989999999999999,4.05,21.05
2021-08-05,Main Lake Central,0.3675,9.6,5.6,4.989999999999999,4.05,21.05
2021-08-06,Main Lake Central,0.3675,9.6,5.6,4.989999999999999,4.05,21.05
2021-08-07,Main Lake Central,0.3675,9.6,5.6,4.989999999999999,4.05,21.05
2021-08-08,Main Lake Central,0.3675,9.6,5.6,4.989999999999999,4.05,21.05
2021-08-09,Main Lake Central,0.3675,9.6,5.6,4.989999999999999,4.05,21.05
2021-08-10,Main Lake Central,0.365,8.899999999999999,5.55,3.64,4.5,21.5
2021-08-11,Main Lake Central,0.365,8.899999999999999,5.55,3.64,4.5,21.5
2021-08-12,Main Lake Central,,,,,,
2021-08-13,Main Lake Central,,,,,,
2021-08-14,Main Lake Central,0.375,10.6,12.100000000000001,5.67,4.8,23.0
2021-08-15,Main Lake Central,0.375,10.6,12.100000000000001,5.67,4.8,23.0
2021-08-16,Main Lake Central,0.375,10.6,12.100000000000001,5.67,4.8,23.0
2021-08-17,Main Lake Central,0.38,9.55,9.325000000000001,5.084999999999999,5.15,22.8
2021-08-18,Main Lake Central,0.38,9.55,9.325000000000001,5.084999999999999,5.15,22.8
2021-08-19,Main Lake Central,0.38,9.55,9.325000000000001,5.084999999999999,5.15,22.8
2021-08-20,Main Lake Central,0.38,9.55,9.325000000000001,5.084999999999999,5.15,22.8
2021-08-21,Main Lake Central,0.38,9.55,9.325000000000001,5.084999999999999,5.15,22.8
2021-08-22,Main Lake Central,0.38,9.55,9.325000000000001,5.084999999999999,5.15,22.8
2021-08-23,Main Lake Central,0.38,9.55,9.325000000000001,5.084999999999999,5.15,22.8
2021-08-24,Main Lake Central,0.38,9.55,9.325000000000001,5.084999999999999,5.15,22.8
2021-08-25,Main Lake Central,0.38,9.55,9.325000000000001,5.084999999999999,5.15,22.8
2021-08-26,Main Lake Central,0.38,9.55,9.325000000000001,5.084999999999999,5.15,22.8
2021-08-27,Main Lake Central,0.36999999999999994,9.549999999999999,8.566666666666668,4.489999999999999,5.533333333333334,23.5
2021-08-28,Main Lake Central,0.36749999999999994,9.024999999999999,6.800000000000001,3.8999999999999995,5.9,23.75
2021-08-29,Main Lake Central,0.36749999999999994,9.024999999999999,6.800000000000001,3.8999999999999995,5.9,23.75
2021-08-30,Main Lake Central,0.36749999999999994,9.024999999999999,6.800000000000001,3.8999999999999995,5.9,23.75
2021-08-31,Main Lake Central,0.35,9.55,7.050000000000001,3.3,6.3,24.9
2021-09-01,Main Lake Central,0.35,9.55,7.050000000000001,3.3,6.3,24.9
2021-09-02,Main Lake Central,0.35,9.55,7.050000000000001,3.3,6.3,24.9
2021-09-03,Main Lake Central,0.35,9.55,7.050000000000001,3.3,6.3,24.9
2021-09-04,Main Lake Central,0.3575,12.3,6.825,3.4899999999999993,5.699999999999999,23.049999999999997
2021-09-05,Main Lake Central,0.3575,12.3,6.825,3.4899999999999993,5.699999999999999,23.049999999999997
2021-09-06,Main Lake Central,0.3575,12.3,6.825,3.4899999999999993,5.699999999999999,23.049999999999997
2021-09-07,Main Lake Central,0.3575,12.3,6.825,3.4899999999999993,5.699999999999999,23.049999999999997
2021-09-08,Main Lake Central,0.3575,12.3,6.825,3.4899999999999993,5.699999999999999,23.049999999999997
2021-09-09,Main Lake Central,0.3575,12.3,6.825,3.4899999999999993,5.699999999999999,23.049999999999997
2021-09-10,Main Lake Central,0.365,15.05,6.6,3.68,5.1,21.2
2021-09-11,Main Lake Central,0.3575,13.725000000000001,7.35,4.02,4.699999999999999,20.799999999999997
2021-09-12,Main Lake Central,0.3575,13.725000000000001,7.35,4.02,4.699999999999999,20.799999999999997
2021-09-13,Main Lake Central,0.3575,13.725000000000001,7.35,4.02,4.699999999999999,20.799999999999997
2021-09-14,Main Lake Central,0.3575,13.725000000000001,7.35,4.02,4.699999999999999,20.799999999999997
2021-09-15,Main Lake Central,0.36000000000000004,12.450000000000001,7.216666666666666,4.163333333333333,5.266666666666667,20.433333333333334
2021-09-16,Main Lake Central,0.36000000000000004,12.450000000000001,7.216666666666666,4.163333333333333,5.266666666666667,20.433333333333334
2021-09-17,Main Lake Central,0.36000000000000004,12.450000000000001,7.216666666666666,4.163333333333333,5.266666666666667,20.433333333333334
2021-09-18,Main Lake Central,0.35750000000000004,11.15,7.5249999999999995,4.404999999999999,5.3500000000000005,20.049999999999997
2021-09-19,Main Lake Central,0.35750000000000004,11.15,7.5249999999999995,4.404999999999999,5.3500000000000005,20.049999999999997
2021-09-20,Main Lake Central,0.35750000000000004,11.15,7.5249999999999995,4.404999999999999,5.3500000000000005,20.049999999999997
2021-09-21,Main Lake Central,0.35750000000000004,11.15,7.5249999999999995,4.404999999999999,5.3500000000000005,20.049999999999997
2021-09-22,Main Lake Central,0.35750000000000004,11.15,7.5249999999999995,4.404999999999999,5.3500000000000005,20.049999999999997
2021-09-23,Main Lake Central,0.35750000000000004,11.15,7.5249999999999995,4.404999999999999,5.3500000000000005,20.049999999999997
2021-09-24,Main Lake Central,0.36166666666666664,10.916666666666666,7.2,4.036666666666666,5.6000000000000005,19.7
2021-09-25,Main Lake Central,0.3675,10.175,6.750000000000001,3.874999999999999,6.25,19.35
2021-09-26,Main Lake Central,0.3675,10.175,6.750000000000001,3.874999999999999,6.25,19.35
2021-09-27,Main Lake Central,0.3675,10.175,6.750000000000001,3.874999999999999,6.25,19.35
2021-09-28,Main Lake Central,0.3675,10.175,6.750000000000001,3.874999999999999,6.25,19.35
2021-09-29,Main Lake Central,0.37,10.45,6.55,3.3,6.1,19.0
2021-09-30,Main Lake Central,0.37,10.45,6.55,3.3,6.1,19.0
2021-10-01,Main Lake Central,0.37,10.45,6.55,3.3,6.1,19.0
2021-10-02,Main Lake Central,0.37,10.475,7.0,3.1149999999999984,6.15,18.25
2021-10-03,Main Lake Central,0.37,10.475,7.0,3.1149999999999984,6.15,18.25
2021-10-04,Main Lake Central,0.37,10.475,7.0,3.1149999999999984,6.15,18.25
2021-10-05,Main Lake Central,0.37,10.475,7.0,3.1149999999999984,6.15,18.25
2021-10-06,Main Lake Central,0.37,10.475,7.0,3.1149999999999984,6.15,18.25
2021-10-07,Main Lake Central,0.37,10.475,7.0,3.1149999999999984,6.15,18.25
2021-10-08,Main Lake Central,0.38,9.4,6.65,3.219999999999999,6.1,17.3
2021-10-09,Main Lake Central,0.38499999999999995,9.85,6.783333333333334,3.5633333333333326,6.233333333333333,17.3
2021-10-10,Main Lake Central,0.38499999999999995,9.85,6.783333333333334,3.5633333333333326,6.233333333333333,17.3
2021-10-11,Main Lake Central,0.38499999999999995,9.85,6.783333333333334,3.5633333333333326,6.233333333333333,17.3
2021-10-12,Main Lake Central,0.38499999999999995,9.85,6.783333333333334,3.5633333333333326,6.233333333333333,17.3
2021-10-13,Main Lake Central,0.38499999999999995,9.85,6.783333333333334,3.5633333333333326,6.233333333333333,17.3
2021-10-14,Main Lake Central,0.38499999999999995,9.85,6.783333333333334,3.5633333333333326,6.233333333333333,17.3
2021-10-15,Main Lake Central,0.38499999999999995,9.85,6.783333333333334,3.5633333333333326,6.233333333333333,17.3
2021-10-16,Main Lake Central,0.3924999999999999,9.525,6.450000000000001,3.879999999999999,6.25,17.200000000000003
2021-10-17,Main Lake Central,0.3924999999999999,9.525,6.450000000000001,3.879999999999999,6.25,17.200000000000003
2021-10-18,Main Lake Central,0.3924999999999999,9.525,6.450000000000001,3.879999999999999,6.25,17.200000000000003
2021-10-19,Main Lake Central,0.3924999999999999,9.525,6.450000000000001,3.879999999999999,6.25,17.200000000000003
2021-10-20,Main Lake Central,0.3924999999999999,9.525,6.450000000000001,3.879999999999999,6.25,17.200000000000003
2021-10-21,Main Lake Central,0.3924999999999999,9.525,6.450000000000001,3.879999999999999,6.25,17.200000000000003
2021-10-22,Main Lake Central,0.39499999999999996,10.75,7.05,4.25,6.5,17.3
2021-10-23,Main Lake Central,,,,,,
2021-10-24,Main Lake Central,,,,,,
2021-10-25,Main Lake Central,,,,,,
2021-10-26,Main Lake Central,,,,,,
2021-10-27,Main Lake Central,,,,,,
2021-10-28,Main Lake Central,,,,,,
2021-10-29,Main Lake Central,,,,,,
2021-10-30,Main Lake Central,,,,,,
2021-10-31,Main Lake Central,,,,,,
2021-11-01,Main Lake Central,,,,,,
2021-11-02,Main Lake Central,,,,,,
2021-11-03,Main Lake Central,,,,,,
2021-11-04,Main Lake Central,,,,,,
2021-11-05,Main Lake Central,,,,,,
2021-11-06,Main Lake Central,,,,,,
2021-11-07,Main Lake Central,,,,,,
2021-11-08,Main Lake Central,,,,,,
2021-11-09,Main Lake Central,,,,,,
2021-11-10,Main Lake Central,,,,,,
2021-11-11,Main Lake Central,,,,,,
2021-11-12,Main Lake Central,,,,,,
2021-11-13,Main Lake Central,,,,,,
2021-11-14,Main Lake Central,,,,,,
2021-11-15,Main Lake Central,,,,,,
2021-11-16,Main Lake Central,,,,,,
2021-11-17,Main Lake Central,,,,,,
2021-11-18,Main Lake Central,,,,,,
2021-11-19,Main Lake Central,,,,,,
2021-11-20,Main Lake Central,,,,,,
2021-11-21,Main Lake Central,,,,,,
2021-11-22,Main Lake Central,,,,,,
2021-11-23,Main Lake Central,,,,,,
2021-11-24,Main Lake Central,,,,,,
2021-11-25,Main Lake Central,,,,,,
2021-11-26,Main Lake Central,,,,,,
2021-11-27,Main Lake Central,,,,,,
2021-11-28,Main Lake Central,,,,,,
2021-11-29,Main Lake Central,,,,,,
2021-11-30,Main Lake Central,,,,,,
2021-12-01,Main Lake Central,,,,,,
2021-12-02,Main Lake Central,,,,,,
2021-12-03,Main Lake Central,,,,,,
2021-12-04,Main Lake Central,,,,,,
2021-12-05,Main Lake Central,,,,,,
2021-12-06,Main Lake Central,,,,,,
2021-12-07,Main Lake Central,,,,,,
2021-12-08,Main Lake Central,,,,,,
2021-12-09,Main Lake Central,,,,,,
2021-12-10,Main Lake Central,,,,,,
2021-12-11,Main Lake Central,,,,,,
2021-12-12,Main Lake Central,,,,,,
2021-12-13,Main Lake Central,,,,,,
2021-12-14,Main Lake Central,,,,,,
2021-12-15,Main Lake Central,,,,,,
2021-12-16,Main Lake Central,,,,,,
2021-12-17,Main Lake Central,,,,,,
2021-12-18,Main Lake Central,,,,,,
2021-12-19,Main Lake Central,,,,,,
2021-12-20,Main Lake Central,,,,,,
2021-12-21,Main Lake Central,,,,,,
2021-12-22,Main Lake Central,,,,,,
2021-12-23,Main Lake Central,,,,,,
2021-12-24,Main Lake Central,,,,,,
2021-12-25,Main Lake Central,,,,,,
2021-12-26,Main Lake Central,,,,,,
2021-12-27,Main Lake Central,,,,,,
2021-12-28,Main Lake Central,,,,,,
2021-12-29,Main Lake Central,,,,,,
2021-12-30,Main Lake Central,,,,,,
2021-12-31,Main Lake Central,,,,,,
2022-01-01,Main Lake Central,,,,,,
2022-01-02,Main Lake Central,,,,,,
2022-01-03,Main Lake Central,,,,,,
2022-01-04,Main Lake Central,,,,,,
2022-01-05,Main Lake Central,,,,,,
2022-01-06,Main Lake Central,,,,,,
2022-01-07,Main Lake Central,,,,,,
2022-01-08,Main Lake Central,,,,,,
2022-01-09,Main Lake Central,,,,,,
2022-01-10,Main Lake Central,,,,,,
2022-01-11,Main Lake Central,,,,,,
2022-01-12,Main Lake Central,,,,,,
2022-01-13,Main Lake Central,,,,,,
2022-01-14,Main Lake Central,,,,,,
2022-01-15,Main Lake Central,,,,,,
2022-01-16,Main Lake Central,,,,,,
2022-01-17,Main Lake Central,,,,,,
2022-01-18,Main Lake Central,,,,,,
2022-01-19,Main Lake Central,,,,,,
2022-01-20,Main Lake Central,,,,,,
2022-01-21,Main Lake Central,,,,,,
2022-01-22,Main Lake Central,,,,,,
2022-01-23,Main Lake Central,,,,,,
2022-01-24,Main Lake Central,,,,,,
2022-01-25,Main Lake Central,,,,,,
2022-01-26,Main Lake Central,,,,,,
2022-01-27,Main Lake Central,,,,,,
2022-01-28,Main Lake Central,,,,,,
2022-01-29,Main Lake Central,,,,,,
2022-01-30,Main Lake Central,,,,,,
2022-01-31,Main Lake Central,,,,,,
2022-02-01,Main Lake Central,,,,,,
2022-02-02,Main Lake Central,,,,,,
2022-02-03,Main Lake Central,,,,,,
2022-02-04,Main Lake Central,,,,,,
2022-02-05,Main Lake Central,,,,,,
2022-02-06,Main Lake Central,,,,,,
2022-02-07,Main Lake Central,,,,,,
2022-02-08,Main Lake Central,,,,,,
2022-02-09,Main Lake Central,,,,,,
2022-02-10,Main Lake Central,,,,,,
2022-02-11,Main Lake Central,,,,,,
2022-02-12,Main Lake Central,,,,,,
2022-02-13,Main Lake Central,,,,,,
2022-02-14,Main Lake Central,,,,,,
2022-02-15,Main Lake Central,,,,,,
2022-02-16,Main Lake Central,,,,,,
2022-02-17,Main Lake Central,,,,,,
2022-02-18,Main Lake Central,,,,,,
2022-02-19,Main Lake Central,,,,,,
2022-02-20,Main Lake Central,,,,,,
2022-02-21,Main Lake Central,,,,,,
2022-02-22,Main Lake Central,,,,,,
2022-02-23,Main Lake Central,,,,,,
2022-02-24,Main Lake Central,,,,,,
2022-02-25,Main Lake Central,,,,,,
2022-02-26,Main Lake Central,,,,,,
2022-02-27,Main Lake Central,,,,,,
2022-02-28,Main Lake Central,,,,,,
2022-03-01,Main Lake Central,,,,,,
2022-03-02,Main Lake Central,,,,,,
2022-03-03,Main Lake Central,,,,,,
2022-03-04,Main Lake Central,,,,,,
2022-03-05,Main Lake Central,,,,,,
2022-03-06,Main Lake Central,,,,,,
2022-03-07,Main Lake Central,,,,,,
2022-03-08,Main Lake Central,,,,,,
2022-03-09,Main Lake Central,,,,,,
2022-03-10,Main Lake Central,,,,,,
2022-03-11,Main Lake Central,,,,,,
2022-03-12,Main Lake Central,,,,,,
2022-03-13,Main Lake Central,,,,,,
2022-03-14,Main Lake Central,,,,,,
2022-03-15,Main Lake Central,,,,,,
2022-03-16,Main Lake Central,,,,,,
2022-03-17,Main Lake Central,,,,,,
2022-03-18,Main Lake Central,,,,,,
2022-03-19,Main Lake Central,,,,,,
2022-03-20,Main Lake Central,,,,,,
2022-03-21,Main Lake Central,,,,,,
2022-03-22,Main Lake Central,,,,,,
2022-03-23,Main Lake Central,,,,,,
2022-03-24,Main Lake Central,,,,,,
2022-03-25,Main Lake Central,,,,,,
2022-03-26,Main Lake Central,,,,,,
2022-03-27,Main Lake Central,,,,,,
2022-03-28,Main Lake Central,,,,,,
2022-03-29,Main Lake Central,,,,,,
2022-03-30,Main Lake Central,,,,,,
2022-03-31,Main Lake Central,,,,,,
2022-04-01,Main Lake Central,,,,,,
2022-04-02,Main Lake Central,,,,,,
2022-04-03,Main Lake Central,,,,,,
2022-04-04,Main Lake Central,,,,,,
2022-04-05,Main Lake Central,,,,,,
2022-04-06,Main Lake Central,,,,,,
2022-04-07,Main Lake Central,,,,,,
2022-04-08,Main Lake Central,,,,,,
2022-04-09,Main Lake Central,,,,,,
2022-04-10,Main Lake Central,,,,,,
2022-04-11,Main Lake Central,,,,,,
2022-04-12,Main Lake Central,,,,,,
2022-04-13,Main Lake Central,,,,,,
2022-04-14,Main Lake Central,,,,,,
2022-04-15,Main Lake Central,,,,,,
2022-04-16,Main Lake Central,,,,,,
2022-04-17,Main Lake Central,,,,,,
2022-04-18,Main Lake Central,,,,,,
2022-04-19,Main Lake Central,,,,,,
2022-04-20,Main Lake Central,,,,,,
2022-04-21,Main Lake Central,,,,,,
2022-04-22,Main Lake Central,,,,,,
2022-04-23,Main Lake Central,,,,,,
2022-04-24,Main Lake Central,,,,,,
2022-04-25,Main Lake Central,,,,,,
2022-04-26,Main Lake Central,,,,,,
2022-04-27,Main Lake Central,,,,,,
2022-04-28,Main Lake Central,,,,,,
2022-04-29,Main Lake Central,,,,,,
2022-04-30,Main Lake Central,,,,,,
2022-05-01,Main Lake Central,,,,,,
2022-05-02,Main Lake Central,,,,,,
2022-05-03,Main Lake Central,,,,,,
2022-05-04,Main Lake Central,,,,,,
2022-05-05,Main Lake Central,,,,,,
2022-05-06,Main Lake Central,,,,,,
2022-05-07,Main Lake Central,,,,,,
2022-05-08,Main Lake Central,,,,,,
2022-05-09,Main Lake Central,,,,,,
2022-05-10,Main Lake Central,,,,,,
2022-05-11,Main Lake Central,,,,,,
2022-05-12,Main Lake Central,,,,,,
2022-05-13,Main Lake Central,,,,,,
2022-05-14,Main Lake Central,,,,,,
2022-05-15,Main Lake Central,,,,,,
2022-05-16,Main Lake Central,,,,,,
2022-05-17,Main Lake Central,,,,,,
2022-05-18,Main Lake Central,,,,,,
2022-05-19,Main Lake Central,,,,,,
2022-05-20,Main Lake Central,,,,,,
2022-05-21,Main Lake Central,,,,,,
2022-05-22,Main Lake Central,,,,,,
2022-05-23,Main Lake Central,,,,,,
2022-05-24,Main Lake Central,,,,,,
2022-05-25,Main Lake Central,,,,,,
2022-05-26,Main Lake Central,0.4,12.2,6.7,2.6,4.7,
2022-05-27,Main Lake Central,0.4,12.2,6.7,2.6,4.7,
2022-05-28,Main Lake Central,0.4,12.2,6.7,2.6,4.7,
2022-05-29,Main Lake Central,0.4,12.2,6.7,2.6,4.7,
2022-05-30,Main Lake Central,0.4,12.2,6.7,2.6,4.7,
2022-05-31,Main Lake Central,0.4,12.2,6.7,2.6,4.7,
2022-06-01,Main Lake Central,0.4,12.2,6.7,2.6,4.7,
2022-06-02,Main Lake Central,0.4,12.2,6.7,2.6,4.7,
2022-06-03,Main Lake Central,0.4,12.2,6.7,2.6,5.1,
2022-06-04,Main Lake Central,0.4,12.2,6.7,2.6,5.1,
2022-06-05,Main Lake Central,0.4,12.2,6.7,2.6,5.1,
2022-06-06,Main Lake Central,0.4,12.2,6.7,2.6,5.1,
2022-06-07,Main Lake Central,0.4,12.2,6.7,2.6,5.1,
2022-06-08,Main Lake Central,0.4,12.2,6.7,2.6,5.1,
2022-06-09,Main Lake Central,,,,,5.5,
2022-06-10,Main Lake Central,,,,,5.5,
2022-06-11,Main Lake Central,,,,,5.5,
2022-06-12,Main Lake Central,,,,,5.5,
2022-06-13,Main Lake Central,,,,,5.5,
2022-06-14,Main Lake Central,,,,,5.5,
2022-06-15,Main Lake Central,0.22,10.35,7.4,6.33,4.3,
2022-06-16,Main Lake Central,0.22,10.35,7.4,6.33,4.3,
2022-06-17,Main Lake Central,0.22,10.35,7.4,6.33,3.1,
2022-06-18,Main Lake Central,0.22,10.35,7.4,6.33,3.1,
2022-06-19,Main Lake Central,0.22,10.35,7.4,6.33,3.1,
2022-06-20,Main Lake Central,0.22,10.35,7.4,6.33,3.1,
2022-06-21,Main Lake Central,0.22,10.35,7.4,6.33,3.1,
2022-06-22,Main Lake Central,0.22,10.35,7.4,6.33,3.1,
2022-06-23,Main Lake Central,0.22,10.35,7.4,6.33,3.1,
2022-06-24,Main Lake Central,0.22,10.35,7.4,6.33,3.1,
2022-06-25,Main Lake Central,0.22,10.35,7.4,6.33,3.1,
2022-06-26,Main Lake Central,0.22,10.35,7.4,6.33,3.1,
2022-06-27,Main Lake Central,0.22,10.35,7.4,6.33,3.1,
2022-06-28,Main Lake Central,0.22,10.35,7.4,6.33,3.1,
2022-06-29,Main Lake Central,,,,,,
2022-06-30,Main Lake Central,,,,,,
2022-07-01,Main Lake Central,,,,,,
2022-07-02,Main Lake Central,,,,,,
2022-07-03,Main Lake Central,,,,,,
2022-07-04,Main Lake Central,,,,,,
2022-07-05,Main Lake Central,,,,,,
2022-07-06,Main Lake Central,,,,,,
2022-07-07,Main Lake Central,,,,,,
2022-07-08,Main Lake Central,,,,,,
2022-07-09,Main Lake Central,,,,,,
2022-07-10,Main Lake Central,,,,,,
2022-07-11,Main Lake Central,,,,,,
2022-07-12,Main Lake Central,,,,,,
2022-07-13,Main Lake Central,,,,,,
2022-07-14,Main Lake Central,0.485,17.7,7.25,11.4,2.65,
2022-07-15,Main Lake Central,0.4475,14.95,7.3,11.1,2.625,
2022-07-16,Main Lake Central,0.4475,14.95,7.3,11.1,2.625,
2022-07-17,Main Lake Central,0.4475,14.95,7.3,11.1,2.625,
2022-07-18,Main Lake Central,0.4475,14.95,7.3,11.1,2.625,
2022-07-19,Main Lake Central,0.4475,14.95,7.3,11.1,2.625,
2022-07-20,Main Lake Central,0.4475,14.95,7.3,11.1,2.625,
2022-07-21,Main Lake Central,0.42166666666666663,14.083333333333334,7.583333333333333,8.303333333333333,3.8166666666666664,
2022-07-22,Main Lake Central,0.42166666666666663,14.083333333333334,7.583333333333333,8.303333333333333,3.8166666666666664,
2022-07-23,Main Lake Central,0.42166666666666663,14.083333333333334,7.583333333333333,8.303333333333333,3.8166666666666664,
