vct_report_date,vct_region,vct_water_surface,vct_water_temp,vct_anabaena,vct_aphanizomenon,vct_microcystin,vct_oscillatoria,vct_day_of_year
2015-09-07,Main Lake North,0.26666666666666666,76.52222222222221,1.0,1.0,1.0,0.0,249
2015-09-08,Main Lake North,0.4444444444444444,77.02222222222221,1.0,1.0,1.0,0.0,250
2015-09-09,Main Lake North,0.49206349206349204,77.5,1.0,1.0,1.0,0.0,251
2015-09-10,Main Lake North,0.49206349206349204,77.5,1.0,1.0,1.0,0.0,252
2015-09-11,Main Lake North,0.49206349206349204,77.5,1.0,1.0,1.0,0.0,253
2015-09-12,Main Lake North,0.738095238095238,77.5,0.0,0.0,0.0,0.0,254
2015-09-13,Main Lake North,0.738095238095238,77.5,0.0,0.0,0.0,0.0,255
2015-09-14,Main Lake North,0.738095238095238,77.5,0.0,0.0,0.0,0.0,256
2015-09-15,Main Lake North,0.3214285714285714,75.725,0.0,0.0,0.0,0.0,257
2015-09-16,Main Lake North,0.44999999999999996,73.535,0.0,0.0,0.0,0.0,258
2015-09-17,Main Lake North,0.44999999999999996,73.535,0.0,0.0,0.0,0.0,259
2015-09-18,Main Lake North,0.6333333333333333,73.535,1.0,1.0,1.0,0.0,260
2015-09-19,Main Lake North,0.6333333333333333,73.535,1.0,1.0,1.0,0.0,261
2015-09-20,Main Lake North,0.6333333333333333,73.535,1.0,1.0,1.0,0.0,262
2015-09-21,Main Lake North,0.6333333333333333,73.535,1.0,1.0,1.0,0.0,263
2015-09-22,Main Lake North,0.4666666666666666,74.81,1.0,1.0,1.0,0.0,264
2015-09-23,Main Lake North,0.6666666666666666,72.45,1.0,1.0,1.0,0.0,265
2015-09-24,Main Lake North,0.75,72.45,1.0,1.0,1.0,0.0,266
2015-09-25,Main Lake North,0.6666666666666666,72.45,0.0,0.0,1.0,0.0,267
2015-09-26,Main Lake North,0.6666666666666666,72.45,0.0,0.0,1.0,0.0,268
2015-09-27,Main Lake North,0.6666666666666666,72.45,0.0,0.0,1.0,0.0,269
2015-09-28,Main Lake North,0.6666666666666666,72.45,0.0,0.0,1.0,0.0,270
2015-09-29,Main Lake North,1.3333333333333333,68.95,0.0,0.0,1.0,0.0,271
2015-09-30,Main Lake North,1.5,68.0,0.0,0.0,1.0,0.0,272
2015-10-01,Main Lake North,2.0,68.0,0.0,0.0,0.0,0.0,273
2015-10-02,Main Lake North,2.0,68.0,0.0,0.0,0.0,0.0,274
2015-10-03,Main Lake North,2.0,68.0,0.0,0.0,0.0,0.0,275
2015-10-04,Main Lake North,2.0,68.0,0.0,0.0,0.0,0.0,276
2015-10-05,Main Lake North,2.0,68.0,0.0,0.0,0.0,0.0,277
2015-10-06,Main Lake North,,,,,,,278
2015-10-07,Main Lake North,0.0,,0.0,0.0,0.0,0.0,279
2015-10-08,Main Lake North,0.0,,0.0,0.0,0.0,0.0,280
2015-10-09,Main Lake North,0.0,,0.0,0.0,0.0,0.0,281
2015-10-10,Main Lake North,0.0,,0.0,0.0,0.0,0.0,282
2015-10-11,Main Lake North,0.0,,0.0,0.0,0.0,0.0,283
2015-10-12,Main Lake North,0.0,,0.0,0.0,0.0,0.0,284
2015-10-13,Main Lake North,0.0,,0.0,0.0,0.0,0.0,285
2015-10-14,Main Lake North,,,,,,,286
2015-10-15,Main Lake North,,,,,,,287
2015-10-16,Main Lake North,,,,,,,288
2015-10-17,Main Lake North,,,,,,,289
2015-10-18,Main Lake North,,,,,,,290
2015-10-19,Main Lake North,,,,,,,291
2015-10-20,Main Lake North,,,,,,,292
2015-10-21,Main Lake North,,,,,,,293
2015-10-22,Main Lake North,,,,,,,294
2015-10-23,Main Lake North,,,,,,,295
2015-10-24,Main Lake North,,,,,,,296
2015-10-25,Main Lake North,,,,,,,297
2015-10-26,Main Lake North,,,,,,,298
2015-10-27,Main Lake North,,,,,,,299
2015-10-28,Main Lake North,,,,,,,300
2015-10-29,Main Lake North,,,,,,,301
2015-10-30,Main Lake North,,,,,,,302
2015-10-31,Main Lake North,,,,,,,303
2015-11-01,Main Lake North,,,,,,,304
2015-11-02,Main Lake North,,,,,,,305
2015-11-03,Main Lake North,,,,,,,306
2015-11-04,Main Lake North,,,,,,,307
2015-11-05,Main Lake North,,,,,,,308
2015-11-06,Main Lake North,,,,,,,309
2015-11-07,Main Lake North,,,,,,,310
2015-11-08,Main Lake North,,,,,,,311
2015-11-09,Main Lake North,,,,,,,312
2015-11-10,Main Lake North,,,,,,,313
2015-11-11,Main Lake North,,,,,,,314
2015-11-12,Main Lake North,,,,,,,315
2015-11-13,Main Lake North,,,,,,,316
2015-11-14,Main Lake North,,,,,,,317
2015-11-15,Main Lake North,,,,,,,318
2015-11-16,Main Lake North,,,,,,,319
2015-11-17,Main Lake North,,,,,,,320
2015-11-18,Main Lake North,,,,,,,321
2015-11-19,Main Lake North,,,,,,,322
2015-11-20,Main Lake North,,,,,,,323
2015-11-21,Main Lake North,,,,,,,324
2015-11-22,Main Lake North,,,,,,,325
2015-11-23,Main Lake North,,,,,,,326
2015-11-24,Main Lake North,,,,,,,327
2015-11-25,Main Lake North,,,,,,,328
2015-11-26,Main Lake North,,,,,,,329
2015-11-27,Main Lake North,,,,,,,330
2015-11-28,Main Lake North,,,,,,,331
2015-11-29,Main Lake North,,,,,,,332
2015-11-30,Main Lake North,,,,,,,333
2015-12-01,Main Lake North,,,,,,,334
2015-12-02,Main Lake North,,,,,,,335
2015-12-03,Main Lake North,,,,,,,336
2015-12-04,Main Lake North,,,,,,,337
2015-12-05,Main Lake North,,,,,,,338
2015-12-06,Main Lake North,,,,,,,339
2015-12-07,Main Lake North,,,,,,,340
2015-12-08,Main Lake North,,,,,,,341
2015-12-09,Main Lake North,,,,,,,342
2015-12-10,Main Lake North,,,,,,,343
2015-12-11,Main Lake North,,,,,,,344
2015-12-12,Main Lake North,,,,,,,345
2015-12-13,Main Lake North,,,,,,,346
2015-12-14,Main Lake North,,,,,,,347
2015-12-15,Main Lake North,,,,,,,348
2015-12-16,Main Lake North,,,,,,,349
2015-12-17,Main Lake North,,,,,,,350
2015-12-18,Main Lake North,,,,,,,351
2015-12-19,Main Lake North,,,,,,,352
2015-12-20,Main Lake North,,,,,,,353
2015-12-21,Main Lake North,,,,,,,354
2015-12-22,Main Lake North,,,,,,,355
2015-12-23,Main Lake North,,,,,,,356
2015-12-24,Main Lake North,,,,,,,357
2015-12-25,Main Lake North,,,,,,,358
2015-12-26,Main Lake North,,,,,,,359
2015-12-27,Main Lake North,,,,,,,360
2015-12-28,Main Lake North,,,,,,,361
2015-12-29,Main Lake North,,,,,,,362
2015-12-30,Main Lake North,,,,,,,363
2015-12-31,Main Lake North,,,,,,,364
2016-01-01,Main Lake North,,,,,,,0
2016-01-02,Main Lake North,,,,,,,1
2016-01-03,Main Lake North,,,,,,,2
2016-01-04,Main Lake North,,,,,,,3
2016-01-05,Main Lake North,,,,,,,4
2016-01-06,Main Lake North,,,,,,,5
2016-01-07,Main Lake North,,,,,,,6
2016-01-08,Main Lake North,,,,,,,7
2016-01-09,Main Lake North,,,,,,,8
2016-01-10,Main Lake North,,,,,,,9
2016-01-11,Main Lake North,,,,,,,10
2016-01-12,Main Lake North,,,,,,,11
2016-01-13,Main Lake North,,,,,,,12
2016-01-14,Main Lake North,,,,,,,13
2016-01-15,Main Lake North,,,,,,,14
2016-01-16,Main Lake North,,,,,,,15
2016-01-17,Main Lake North,,,,,,,16
2016-01-18,Main Lake North,,,,,,,17
2016-01-19,Main Lake North,,,,,,,18
2016-01-20,Main Lake North,,,,,,,19
2016-01-21,Main Lake North,,,,,,,20
2016-01-22,Main Lake North,,,,,,,21
2016-01-23,Main Lake North,,,,,,,22
2016-01-24,Main Lake North,,,,,,,23
2016-01-25,Main Lake North,,,,,,,24
2016-01-26,Main Lake North,,,,,,,25
2016-01-27,Main Lake North,,,,,,,26
2016-01-28,Main Lake North,,,,,,,27
2016-01-29,Main Lake North,,,,,,,28
2016-01-30,Main Lake North,,,,,,,29
2016-01-31,Main Lake North,,,,,,,30
2016-02-01,Main Lake North,,,,,,,31
2016-02-02,Main Lake North,,,,,,,32
2016-02-03,Main Lake North,,,,,,,33
2016-02-04,Main Lake North,,,,,,,34
2016-02-05,Main Lake North,,,,,,,35
2016-02-06,Main Lake North,,,,,,,36
2016-02-07,Main Lake North,,,,,,,37
2016-02-08,Main Lake North,,,,,,,38
2016-02-09,Main Lake North,,,,,,,39
2016-02-10,Main Lake North,,,,,,,40
2016-02-11,Main Lake North,,,,,,,41
2016-02-12,Main Lake North,,,,,,,42
2016-02-13,Main Lake North,,,,,,,43
2016-02-14,Main Lake North,,,,,,,44
2016-02-15,Main Lake North,,,,,,,45
2016-02-16,Main Lake North,,,,,,,46
2016-02-17,Main Lake North,,,,,,,47
2016-02-18,Main Lake North,,,,,,,48
2016-02-19,Main Lake North,,,,,,,49
2016-02-20,Main Lake North,,,,,,,50
2016-02-21,Main Lake North,,,,,,,51
2016-02-22,Main Lake North,,,,,,,52
2016-02-23,Main Lake North,,,,,,,53
2016-02-24,Main Lake North,,,,,,,54
2016-02-25,Main Lake North,,,,,,,55
2016-02-26,Main Lake North,,,,,,,56
2016-02-27,Main Lake North,,,,,,,57
2016-02-28,Main Lake North,,,,,,,58
2016-02-29,Main Lake North,,,,,,,59
2016-03-01,Main Lake North,,,,,,,60
2016-03-02,Main Lake North,,,,,,,61
2016-03-03,Main Lake North,,,,,,,62
2016-03-04,Main Lake North,,,,,,,63
2016-03-05,Main Lake North,,,,,,,64
2016-03-06,Main Lake North,,,,,,,65
2016-03-07,Main Lake North,,,,,,,66
2016-03-08,Main Lake North,,,,,,,67
2016-03-09,Main Lake North,,,,,,,68
2016-03-10,Main Lake North,,,,,,,69
2016-03-11,Main Lake North,,,,,,,70
2016-03-12,Main Lake North,,,,,,,71
2016-03-13,Main Lake North,,,,,,,72
2016-03-14,Main Lake North,,,,,,,73
2016-03-15,Main Lake North,,,,,,,74
2016-03-16,Main Lake North,,,,,,,75
2016-03-17,Main Lake North,,,,,,,76
2016-03-18,Main Lake North,,,,,,,77
2016-03-19,Main Lake North,,,,,,,78
2016-03-20,Main Lake North,,,,,,,79
2016-03-21,Main Lake North,,,,,,,80
2016-03-22,Main Lake North,,,,,,,81
2016-03-23,Main Lake North,,,,,,,82
2016-03-24,Main Lake North,,,,,,,83
2016-03-25,Main Lake North,,,,,,,84
2016-03-26,Main Lake North,,,,,,,85
2016-03-27,Main Lake North,,,,,,,86
2016-03-28,Main Lake North,,,,,,,87
2016-03-29,Main Lake North,,,,,,,88
2016-03-30,Main Lake North,,,,,,,89
2016-03-31,Main Lake North,,,,,,,90
2016-04-01,Main Lake North,,,,,,,91
2016-04-02,Main Lake North,,,,,,,92
2016-04-03,Main Lake North,,,,,,,93
2016-04-04,Main Lake North,,,,,,,94
2016-04-05,Main Lake North,,,,,,,95
2016-04-06,Main Lake North,,,,,,,96
2016-04-07,Main Lake North,,,,,,,97
2016-04-08,Main Lake North,,,,,,,98
2016-04-09,Main Lake North,,,,,,,99
2016-04-10,Main Lake North,,,,,,,100
2016-04-11,Main Lake North,,,,,,,101
2016-04-12,Main Lake North,,,,,,,102
2016-04-13,Main Lake North,,,,,,,103
2016-04-14,Main Lake North,,,,,,,104
2016-04-15,Main Lake North,,,,,,,105
2016-04-16,Main Lake North,,,,,,,106
2016-04-17,Main Lake North,,,,,,,107
2016-04-18,Main Lake North,,,,,,,108
2016-04-19,Main Lake North,,,,,,,109
2016-04-20,Main Lake North,,,,,,,110
2016-04-21,Main Lake North,,,,,,,111
2016-04-22,Main Lake North,,,,,,,112
2016-04-23,Main Lake North,,,,,,,113
2016-04-24,Main Lake North,,,,,,,114
2016-04-25,Main Lake North,,,,,,,115
2016-04-26,Main Lake North,,,,,,,116
2016-04-27,Main Lake North,,,,,,,117
2016-04-28,Main Lake North,,,,,,,118
2016-04-29,Main Lake North,,,,,,,119
2016-04-30,Main Lake North,,,,,,,120
2016-05-01,Main Lake North,,,,,,,121
2016-05-02,Main Lake North,,,,,,,122
2016-05-03,Main Lake North,,,,,,,123
2016-05-04,Main Lake North,,,,,,,124
2016-05-05,Main Lake North,,,,,,,125
2016-05-06,Main Lake North,,,,,,,126
2016-05-07,Main Lake North,,,,,,,127
2016-05-08,Main Lake North,,,,,,,128
2016-05-09,Main Lake North,,,,,,,129
2016-05-10,Main Lake North,,,,,,,130
2016-05-11,Main Lake North,,,,,,,131
2016-05-12,Main Lake North,,,,,,,132
2016-05-13,Main Lake North,,,,,,,133
2016-05-14,Main Lake North,,,,,,,134
2016-05-15,Main Lake North,,,,,,,135
2016-05-16,Main Lake North,,,,,,,136
2016-05-17,Main Lake North,,,,,,,137
2016-05-18,Main Lake North,,,,,,,138
2016-05-19,Main Lake North,,,,,,,139
2016-05-20,Main Lake North,,,,,,,140
2016-05-21,Main Lake North,,,,,,,141
2016-05-22,Main Lake North,,,,,,,142
2016-05-23,Main Lake North,,,,,,,143
2016-05-24,Main Lake North,,,,,,,144
2016-05-25,Main Lake North,,,,,,,145
2016-05-26,Main Lake North,,,,,,,146
2016-05-27,Main Lake North,,,,,,,147
2016-05-28,Main Lake North,,,,,,,148
2016-05-29,Main Lake North,,,,,,,149
2016-05-30,Main Lake North,,,,,,,150
2016-05-31,Main Lake North,,,,,,,151
2016-06-01,Main Lake North,,,,,,,152
2016-06-02,Main Lake North,,,,,,,153
2016-06-03,Main Lake North,,,,,,,154
2016-06-04,Main Lake North,,,,,,,155
2016-06-05,Main Lake North,,,,,,,156
2016-06-06,Main Lake North,,,,,,,157
2016-06-07,Main Lake North,,,,,,,158
2016-06-08,Main Lake North,,,,,,,159
2016-06-09,Main Lake North,,,,,,,160
2016-06-10,Main Lake North,,,,,,,161
2016-06-11,Main Lake North,,,,,,,162
2016-06-12,Main Lake North,,,,,,,163
2016-06-13,Main Lake North,,,,,,,164
2016-06-14,Main Lake North,,,,,,,165
2016-06-15,Main Lake North,,,,,,,166
2016-06-16,Main Lake North,0.0,,0.0,0.0,0.0,0.0,167
2016-06-17,Main Lake North,0.0,,0.0,0.0,0.0,0.0,168
2016-06-18,Main Lake North,0.5,,0.0,0.0,0.0,0.0,169
2016-06-19,Main Lake North,0.5,,0.0,0.0,0.0,0.0,170
2016-06-20,Main Lake North,0.6666666666666666,58.0,0.0,0.0,0.0,0.0,171
2016-06-21,Main Lake North,0.75,63.35,0.0,0.0,0.0,0.0,172
2016-06-22,Main Lake North,0.7,64.43333333333334,0.0,0.0,0.0,0.0,173
2016-06-23,Main Lake North,0.95,65.71875,0.0,0.0,0.0,0.0,174
2016-06-24,Main Lake North,0.9583333333333334,64.775,0.0,0.0,0.0,0.0,175
2016-06-25,Main Lake North,0.95,64.775,0.0,0.0,0.0,0.0,176
2016-06-26,Main Lake North,0.95,64.775,0.0,0.0,0.0,0.0,177
2016-06-27,Main Lake North,0.75,66.46875,0.0,0.0,0.0,0.0,178
2016-06-28,Main Lake North,0.85,66.41875,0.0,0.0,0.0,0.0,179
2016-06-29,Main Lake North,0.9833333333333334,68.63125,0.0,0.0,0.0,0.0,180
2016-06-30,Main Lake North,0.9333333333333333,68.4875,0.0,0.0,0.0,0.0,181
2016-07-01,Main Lake North,1.0333333333333334,71.3125,1.0,0.0,0.0,0.0,182
2016-07-02,Main Lake North,1.0333333333333334,71.3125,1.0,0.0,0.0,0.0,183
2016-07-03,Main Lake North,1.1944444444444444,71.3125,1.0,0.0,0.0,0.0,184
2016-07-04,Main Lake North,1.4333333333333333,71.3125,1.0,0.0,0.0,0.0,185
2016-07-05,Main Lake North,1.1333333333333333,71.9375,1.0,0.0,0.0,0.0,186
2016-07-06,Main Lake North,0.9571428571428571,71.8625,1.0,0.0,0.0,0.0,187
2016-07-07,Main Lake North,0.8904761904761905,73.1125,1.0,0.0,0.0,0.0,188
2016-07-08,Main Lake North,0.7380952380952381,73.38333333333333,1.0,0.0,0.0,0.0,189
2016-07-09,Main Lake North,0.7380952380952381,73.38333333333333,1.0,0.0,0.0,0.0,190
2016-07-10,Main Lake North,0.3174603174603176,73.38333333333333,1.0,0.0,0.0,0.0,191
2016-07-11,Main Lake North,0.3174603174603176,73.38333333333333,1.0,0.0,0.0,0.0,192
2016-07-12,Main Lake North,0.41269841269841273,73.91666666666667,1.0,1.0,0.0,0.0,193
2016-07-13,Main Lake North,0.5079365079365079,74.61333333333334,1.0,1.0,0.0,0.0,194
2016-07-14,Main Lake North,0.9523809523809524,76.04666666666667,1.0,1.0,0.0,0.0,195
2016-07-15,Main Lake North,1.2142857142857144,75.035,1.0,1.0,0.0,0.0,196
2016-07-16,Main Lake North,1.2142857142857144,75.035,1.0,1.0,0.0,0.0,197
2016-07-17,Main Lake North,1.2142857142857144,75.035,1.0,1.0,0.0,0.0,198
2016-07-18,Main Lake North,1.2142857142857144,75.035,1.0,1.0,0.0,0.0,199
2016-07-19,Main Lake North,1.4761904761904763,75.38499999999999,1.0,0.0,0.0,0.0,200
2016-07-20,Main Lake North,1.5416666666666667,74.76249999999999,0.0,0.0,0.0,0.0,201
2016-07-21,Main Lake North,1.0416666666666665,74.4375,0.0,0.0,0.0,0.0,202
2016-07-22,Main Lake North,0.7916666666666666,75.25,1.0,0.0,0.0,0.0,203
2016-07-23,Main Lake North,0.7916666666666666,75.25,1.0,0.0,0.0,0.0,204
2016-07-24,Main Lake North,0.6333333333333333,75.25,1.0,0.0,0.0,0.0,205
2016-07-25,Main Lake North,0.6333333333333333,75.25,1.0,0.0,0.0,0.0,206
2016-07-26,Main Lake North,0.4333333333333333,75.25,1.0,0.0,0.0,0.0,207
2016-07-27,Main Lake North,0.3809523809523809,75.68095238095238,1.0,0.0,0.0,0.0,208
2016-07-28,Main Lake North,0.5809523809523809,75.71428571428571,1.0,0.0,0.0,0.0,209
2016-07-29,Main Lake North,0.47619047619047616,75.71428571428571,1.0,0.0,0.0,0.0,210
2016-07-30,Main Lake North,0.47619047619047616,75.71428571428571,1.0,0.0,0.0,0.0,211
2016-07-31,Main Lake North,0.47619047619047616,75.71428571428571,1.0,0.0,0.0,0.0,212
2016-08-01,Main Lake North,0.47619047619047616,75.71428571428571,1.0,0.0,0.0,0.0,213
2016-08-02,Main Lake North,0.39285714285714285,76.57142857142856,1.0,0.0,0.0,0.0,214
2016-08-03,Main Lake North,0.25,78.94999999999999,1.0,0.0,1.0,1.0,215
2016-08-04,Main Lake North,0.25,80.11666666666667,1.0,0.0,1.0,1.0,216
2016-08-05,Main Lake North,0.25,80.11666666666667,1.0,0.0,1.0,1.0,217
2016-08-06,Main Lake North,0.25,80.11666666666667,1.0,0.0,1.0,1.0,218
2016-08-07,Main Lake North,0.25,80.11666666666667,1.0,0.0,1.0,1.0,219
2016-08-08,Main Lake North,0.25,80.11666666666667,1.0,0.0,1.0,1.0,220
2016-08-09,Main Lake North,0.35,79.47777777777777,1.0,0.0,1.0,1.0,221
2016-08-10,Main Lake North,0.35,78.94920634920635,1.0,0.0,0.0,0.0,222
2016-08-11,Main Lake North,0.6,77.8047619047619,1.0,0.0,0.0,0.0,223
2016-08-12,Main Lake North,0.48,77.85357142857143,1.0,0.0,0.0,0.0,224
2016-08-13,Main Lake North,0.48,77.85357142857143,1.0,0.0,0.0,0.0,225
2016-08-14,Main Lake North,0.48,77.85357142857143,1.0,0.0,0.0,0.0,226
2016-08-15,Main Lake North,0.5666666666666667,77.28285714285714,1.0,0.0,0.0,0.0,227
2016-08-16,Main Lake North,0.5833333333333334,76.84285714285714,1.0,0.0,1.0,0.0,228
2016-08-17,Main Lake North,0.638888888888889,76.15333333333334,1.0,0.0,1.0,0.0,229
2016-08-18,Main Lake North,0.47222222222222215,75.89333333333333,1.0,0.0,1.0,0.0,230
2016-08-19,Main Lake North,0.5666666666666667,75.36666666666666,1.0,0.0,1.0,0.0,231
2016-08-20,Main Lake North,0.6388888888888888,75.36666666666666,1.0,0.0,1.0,0.0,232
2016-08-21,Main Lake North,0.6388888888888888,75.36666666666666,1.0,0.0,1.0,0.0,233
2016-08-22,Main Lake North,0.5666666666666667,75.48888888888888,1.0,0.0,1.0,0.0,234
2016-08-23,Main Lake North,0.5333333333333333,74.82222222222221,1.0,0.0,1.0,0.0,235
2016-08-24,Main Lake North,0.6666666666666666,74.76666666666667,1.0,0.0,1.0,0.0,236
2016-08-25,Main Lake North,0.6666666666666666,74.41666666666667,1.0,0.0,1.0,0.0,237
2016-08-26,Main Lake North,0.6666666666666666,74.41666666666667,1.0,0.0,1.0,0.0,238
2016-08-27,Main Lake North,0.5833333333333333,74.41666666666667,1.0,1.0,1.0,0.0,239
2016-08-28,Main Lake North,0.5833333333333333,74.41666666666667,1.0,1.0,1.0,0.0,240
2016-08-29,Main Lake North,0.5833333333333333,74.41666666666667,1.0,1.0,1.0,0.0,241
2016-08-30,Main Lake North,0.625,74.25,1.0,1.0,1.0,0.0,242
2016-08-31,Main Lake North,0.48214285714285715,75.27222222222223,1.0,1.0,1.0,0.0,243
2016-09-01,Main Lake North,0.23214285714285715,75.3888888888889,1.0,1.0,1.0,0.0,244
2016-09-02,Main Lake North,0.23214285714285715,75.3888888888889,1.0,1.0,1.0,0.0,245
2016-09-03,Main Lake North,0.23214285714285715,75.3888888888889,0.0,0.0,0.0,0.0,246
2016-09-04,Main Lake North,0.30952380952380953,75.3888888888889,0.0,0.0,0.0,0.0,247
2016-09-05,Main Lake North,0.30952380952380953,75.3888888888889,0.0,0.0,0.0,0.0,248
2016-09-06,Main Lake North,0.14285714285714285,76.05555555555556,0.0,0.0,0.0,0.0,249
2016-09-07,Main Lake North,0.0,76.28,0.0,0.0,0.0,0.0,250
2016-09-08,Main Lake North,0.3333333333333333,77.48,1.0,0.0,0.0,0.0,251
2016-09-09,Main Lake North,0.5,76.11,1.0,0.0,0.0,0.0,252
2016-09-10,Main Lake North,0.5,76.11,1.0,0.0,0.0,0.0,253
2016-09-11,Main Lake North,0.6,76.11,1.0,0.0,0.0,0.0,254
2016-09-12,Main Lake North,0.6,76.11,1.0,0.0,0.0,0.0,255
2016-09-13,Main Lake North,0.8,76.1225,1.0,0.0,0.0,0.0,256
2016-09-14,Main Lake North,1.0333333333333334,74.99166666666667,1.0,1.0,0.0,0.0,257
2016-09-15,Main Lake North,1.0333333333333334,73.09166666666667,1.0,1.0,0.0,0.0,258
2016-09-16,Main Lake North,1.0416666666666667,73.45555555555556,1.0,1.0,0.0,0.0,259
2016-09-17,Main Lake North,0.8333333333333334,74.34166666666667,1.0,1.0,0.0,0.0,260
2016-09-18,Main Lake North,0.7916666666666667,74.34166666666667,1.0,1.0,0.0,0.0,261
2016-09-19,Main Lake North,0.7916666666666667,74.34166666666667,1.0,1.0,0.0,0.0,262
2016-09-20,Main Lake North,0.7916666666666667,73.70416666666667,1.0,1.0,0.0,0.0,263
2016-09-21,Main Lake North,0.75,72.83333333333333,0.0,0.0,0.0,0.0,264
2016-09-22,Main Lake North,0.75,72.58333333333333,0.0,0.0,0.0,0.0,265
2016-09-23,Main Lake North,0.6,72.66666666666666,0.0,0.0,0.0,0.0,266
2016-09-24,Main Lake North,0.75,71.58333333333333,0.0,0.0,0.0,0.0,267
2016-09-25,Main Lake North,0.75,71.58333333333333,0.0,0.0,0.0,0.0,268
2016-09-26,Main Lake North,0.75,71.58333333333333,0.0,0.0,0.0,0.0,269
2016-09-27,Main Lake North,0.8333333333333333,70.33333333333333,1.0,1.0,1.0,0.0,270
2016-09-28,Main Lake North,0.8333333333333333,68.60000000000001,1.0,1.0,1.0,0.0,271
2016-09-29,Main Lake North,0.8333333333333333,68.35000000000001,1.0,1.0,1.0,0.0,272
2016-09-30,Main Lake North,1.111111111111111,66.80000000000001,1.0,1.0,1.0,0.0,273
2016-10-01,Main Lake North,1.111111111111111,66.80000000000001,1.0,1.0,1.0,0.0,274
2016-10-02,Main Lake North,0.8333333333333333,66.85000000000001,1.0,1.0,1.0,0.0,275
2016-10-03,Main Lake North,0.8333333333333333,66.85000000000001,1.0,1.0,1.0,0.0,276
2016-10-04,Main Lake North,0.6666666666666666,66.46666666666668,0.0,0.0,0.0,0.0,277
2016-10-05,Main Lake North,0.5,67.5,0.0,0.0,0.0,0.0,278
2016-10-06,Main Lake North,0.0,67.0,0.0,0.0,0.0,0.0,279
2016-10-07,Main Lake North,0.0,67.0,0.0,0.0,0.0,0.0,280
2016-10-08,Main Lake North,0.0,67.0,0.0,0.0,0.0,0.0,281
2016-10-09,Main Lake North,,,,,,,282
2016-10-10,Main Lake North,,,,,,,283
2016-10-11,Main Lake North,,,,,,,284
2016-10-12,Main Lake North,2.0,,1.0,1.0,1.0,0.0,285
2016-10-13,Main Lake North,2.0,,1.0,1.0,1.0,0.0,286
2016-10-14,Main Lake North,2.0,,1.0,1.0,1.0,0.0,287
2016-10-15,Main Lake North,2.0,,1.0,1.0,1.0,0.0,288
2016-10-16,Main Lake North,2.0,,1.0,1.0,1.0,0.0,289
2016-10-17,Main Lake North,2.0,,1.0,1.0,1.0,0.0,290
2016-10-18,Main Lake North,2.0,,1.0,1.0,1.0,0.0,291
2016-10-19,Main Lake North,,,,,,,292
2016-10-20,Main Lake North,,,,,,,293
2016-10-21,Main Lake North,,,,,,,294
2016-10-22,Main Lake North,,,,,,,295
2016-10-23,Main Lake North,,,,,,,296
2016-10-24,Main Lake North,,,,,,,297
2016-10-25,Main Lake North,,,,,,,298
2016-10-26,Main Lake North,,,,,,,299
2016-10-27,Main Lake North,,,,,,,300
2016-10-28,Main Lake North,,,,,,,301
2016-10-29,Main Lake North,,,,,,,302
2016-10-30,Main Lake North,,,,,,,303
2016-10-31,Main Lake North,,,,,,,304
2016-11-01,Main Lake North,,,,,,,305
2016-11-02,Main Lake North,,,,,,,306
2016-11-03,Main Lake North,,,,,,,307
2016-11-04,Main Lake North,,,,,,,308
2016-11-05,Main Lake North,,,,,,,309
2016-11-06,Main Lake North,,,,,,,310
2016-11-07,Main Lake North,,,,,,,311
2016-11-08,Main Lake North,,,,,,,312
2016-11-09,Main Lake North,,,,,,,313
2016-11-10,Main Lake North,,,,,,,314
2016-11-11,Main Lake North,,,,,,,315
2016-11-12,Main Lake North,,,,,,,316
2016-11-13,Main Lake North,,,,,,,317
2016-11-14,Main Lake North,,,,,,,318
2016-11-15,Main Lake North,,,,,,,319
2016-11-16,Main Lake North,,,,,,,320
2016-11-17,Main Lake North,,,,,,,321
2016-11-18,Main Lake North,,,,,,,322
2016-11-19,Main Lake North,,,,,,,323
2016-11-20,Main Lake North,,,,,,,324
2016-11-21,Main Lake North,,,,,,,325
2016-11-22,Main Lake North,,,,,,,326
2016-11-23,Main Lake North,,,,,,,327
2016-11-24,Main Lake North,,,,,,,328
2016-11-25,Main Lake North,,,,,,,329
2016-11-26,Main Lake North,,,,,,,330
2016-11-27,Main Lake North,,,,,,,331
2016-11-28,Main Lake North,,,,,,,332
2016-11-29,Main Lake North,,,,,,,333
2016-11-30,Main Lake North,,,,,,,334
2016-12-01,Main Lake North,,,,,,,335
2016-12-02,Main Lake North,,,,,,,336
2016-12-03,Main Lake North,,,,,,,337
2016-12-04,Main Lake North,,,,,,,338
2016-12-05,Main Lake North,,,,,,,339
2016-12-06,Main Lake North,,,,,,,340
2016-12-07,Main Lake North,,,,,,,341
2016-12-08,Main Lake North,,,,,,,342
2016-12-09,Main Lake North,,,,,,,343
2016-12-10,Main Lake North,,,,,,,344
2016-12-11,Main Lake North,,,,,,,345
2016-12-12,Main Lake North,,,,,,,346
2016-12-13,Main Lake North,,,,,,,347
2016-12-14,Main Lake North,,,,,,,348
2016-12-15,Main Lake North,,,,,,,349
2016-12-16,Main Lake North,,,,,,,350
2016-12-17,Main Lake North,,,,,,,351
2016-12-18,Main Lake North,,,,,,,352
2016-12-19,Main Lake North,,,,,,,353
