Report Date,Report Time,Waterbody,Region,Municipality,Site,Station,Bloom Intensity,ApproximateShoreLengthOfBloom,ApproximateOffShoreLengthBloom,Report Frequency,Affiliation,Web Status,Details,Water Temperature,Water Surface,CyanoTaxa,Density,OtherTaxa,Plankton_Sampling_Method,Microcystin,Anatoxin,CYN_uGL,Latitude,Longitude
8/24/2022,3:24 PM,Lake Champlain,Champlain - Inland Sea,North Hero,80,Knight Point State Park,1c - No Cyanobacteria Observed - other material present,0,0,Supplemental,VT State Parks,Generally Safe,,,Calm,,,,,,,,44.76873337,-73.29430502
8/28/2022,10:15 AM,Lake Champlain,Champlain - Inland Sea,North Hero,80,Knight Point State Park,2 - Cyano present - less than bloom levels (include photos),,,Supplemental,VT State Parks,Low Alert,,,Rolling,,,,,,,,44.76867851,-73.29445647
8/29/2022,10:30 AM,Lake Champlain,Champlain - Inland Sea,North Hero,80,Knight Point State Park,1c - No Cyanobacteria Observed - other material present,,,Routine - Weekly,VT State Parks,Generally Safe,,,Rolling,,,,,,,,44.76867851,-73.29445647
9/5/2022,12:45 PM,Lake Champlain,Champlain - Inland Sea,North Hero,80,Knight Point State Park,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,VT State Parks,Generally Safe,,,Calm,,,,,,,,44.76867851,-73.29445647
6/28/2022,12:30 PM,Lake Champlain,Champlain - Main Lake Central,Burlington,82,"Rubenstein Lab,waterfront, Burlington VT",1d - Little Cyano Observed - recreation not impaired (include photos),20,5,Routine - Weekly,LCC Staff,Generally Safe,"Photos will not submit, no connectivity issues and photos have been converted to .jpeg from .heic, photo size is from 2-5MB",,Calm,,,,,,,,44.4762654,-73.22266793
7/12/2022,12:07 PM,Lake Champlain,Champlain - Main Lake Central,Burlington,82,"Rubenstein Lab,waterfront, Burlington VT",1d - Little Cyano Observed - recreation not impaired (include photos),20,2,Routine - Weekly,LCC Staff,Generally Safe,green algae also present,,Calm,,,,,,,,44.4762654,-73.22266793
7/20/2022,12:05 PM,Lake Champlain,Champlain - Main Lake Central,Burlington,82,"Rubenstein Lab,waterfront, Burlington VT",3 - Cyano bloom in progress (include photos),3000,1000,Supplemental,LCC Volunteer,High Alert,Water temp 75 deg F,,Calm,,,,,,,,44.47655105,-73.22172942
7/26/2022,10:25 AM,Lake Champlain,Champlain - Main Lake Central,Burlington,82,"Rubenstein Lab,waterfront, Burlington VT",2 - Cyano present - less than bloom levels (include photos),70,10,Routine - Weekly,LCC Staff,Low Alert,,,Calm,,,,,,,,44.4762654,-73.22266793
7/20/2022,3:49 PM,Lake Champlain,Champlain - Main Lake Central,Charlotte,83,"Thompsons Point, Charlotte",3 - Cyano bloom in progress (include photos),75,25,Supplemental,General Public,High Alert,I can’t get close up photos because I have a dog and he will follow me over to the water,,Calm,,,,,,,,44.26921965,-73.29606416
6/28/2022,12:10 PM,Lake Champlain,Champlain - Main Lake Central,Burlington,108,Starr Farm Beach,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,71,Calm,,,,,,,,44.51376932,-73.27143114
7/12/2022,1:05 PM,Lake Champlain,Champlain - Main Lake Central,Burlington,108,Starr Farm Beach,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,"took the sample on Tuesday 7/12, filing it today",72,Calm,,,,,,,,44.51370812,-73.27143114
7/20/2022,1:15 PM,Lake Champlain,Champlain - Main Lake Central,Burlington,108,Starr Farm Beach,3 - Cyano bloom in progress (include photos),60',130',Supplemental,LCC Volunteer,High Alert,"bloom contained in this one area, main beach less than 500' away has clear water, no evidence of the start of a bloom",81,Calm,,,,,,,,44.51386113,-73.27143114
7/21/2022,11:00 AM,Lake Champlain,Champlain - Main Lake Central,Burlington,108,Starr Farm Beach,1b - No Cyanobacteria Observed - brown or turbid water,,,Supplemental,LCC Volunteer,Generally Safe,,76,Rolling,,,,,,,,44.51358571,-73.27125948
7/26/2022,11:55 AM,Lake Champlain,Champlain - Main Lake Central,Burlington,108,Starr Farm Beach,1b - No Cyanobacteria Observed - brown or turbid water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,79,Rolling,,,,,,,,44.51358571,-73.27125948
8/2/2022,1:45 PM,Lake Champlain,Champlain - Main Lake Central,Burlington,108,Starr Farm Beach,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,78,Calm,,,,,,,,44.51370812,-73.27143114
8/9/2022,12:30 PM,Lake Champlain,Champlain - Main Lake Central,Burlington,108,Starr Farm Beach,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,72,Rolling,,,,,,,,44.51376932,-73.27125948
8/24/2022,1:27 PM,Lake Champlain,Champlain - Main Lake Central,Burlington,108,Starr Farm Beach,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,86,Rolling,,,,,,,,44.51395294,-73.27138823
8/30/2022,2:00 PM,Lake Champlain,Champlain - Main Lake Central,Burlington,108,Starr Farm Beach,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,78,Rolling,,,,,,,,44.51383053,-73.27113074
9/6/2022,1:50 PM,Lake Champlain,Champlain - Main Lake Central,Burlington,108,Starr Farm Beach,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,68,Calm,,,,,,,,44.51379993,-73.2713024
9/13/2022,2:30 PM,Lake Champlain,Champlain - Main Lake Central,Burlington,108,Starr Farm Beach,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,74,Calm,,,,,,,,44.51383053,-73.2713024
9/27/2022,1:15 PM,Lake Champlain,Champlain - Main Lake Central,Burlington,108,Starr Farm Beach,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,60,Rolling,,,,,,,,44.51413655,-73.27121657
9/30/2022,5:00 PM,Lake Champlain,Champlain - Main Lake Central,Burlington,108,Starr Farm Beach,3 - Cyano bloom in progress (include photos),100 yards,10 feet,Supplemental,LCC Volunteer,High Alert,,,Calm,,,,,,,,44.51238,-73.26911
10/6/2022,12:40 PM,Lake Champlain,Champlain - Main Lake Central,Burlington,108,Starr Farm Beach,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,,Rolling,,,,,,,,44.51407407,-73.27155131
10/26/2022,12:15 PM,Lake Champlain,Champlain - Main Lake Central,Burlington,108,Starr Farm Beach,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,58,Calm,,,,,,,,44.51389173,-73.27134531
7/21/2022,11:00 AM,Lake Champlain,Champlain - Main Lake North,"Beekmantown, NY",109,Pt. Au Roche Boat Launch,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,VDH,Generally Safe,,,Calm,,,,,,,,44.79080795,-73.36318415
7/18/2022,1:15 PM,Lake Champlain,Champlain - Inland Sea,South Hero,110,South Hero Fish and Wildlife Boat Access,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,,Rolling,,,,,,,,44.63682913,-73.26546591
7/24/2022,12:45 PM,Lake Champlain,Champlain - Inland Sea,South Hero,110,South Hero Fish and Wildlife Boat Access,1a - No Cyanobacteria Observed - clear water,,,Supplemental,LCC Volunteer,Generally Safe,,,Calm,,,,,,,,44.63944002,-73.26362932
7/29/2022,4:00 PM,Lake Champlain,Champlain - Inland Sea,South Hero,110,South Hero Fish and Wildlife Boat Access,1a - No Cyanobacteria Observed - clear water,,,Supplemental,LCC Volunteer,Generally Safe,,,Calm,,,,,,,,44.6367444,-73.26530283
7/31/2022,12:30 PM,Lake Champlain,Champlain - Inland Sea,South Hero,110,South Hero Fish and Wildlife Boat Access,1a - No Cyanobacteria Observed - clear water,,,Supplemental,General Public,Generally Safe,Water looks clear all around.,,Rolling,,,,,,,,44.63718524,-73.26665556
8/2/2022,3:24 PM,Lake Champlain,Champlain - Inland Sea,South Hero,110,South Hero Fish and Wildlife Boat Access,1a - No Cyanobacteria Observed - clear water,,,Supplemental,LCC Volunteer,Generally Safe,,,Calm,,,,,,,,44.63866909,-73.26375777
10/23/2022,3:30 PM,Lake Champlain,Champlain - Main Lake Central,South Hero,114,White's Beach in Crescent Bay ,1a - No Cyanobacteria Observed - clear water,NA,NA,Supplemental,LCC Staff,Generally Safe,,,Calm,,,,,,,,44.62115453,-73.32345894
7/24/2022,3:00 PM,Lake Champlain,Champlain - Main Lake North,Grand Isle,115,Vantines Boat Launch,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,75,Rolling,,,,,,,,44.7194928,-73.34165459
7/31/2022,10:30 AM,Lake Champlain,Champlain - Main Lake North,Grand Isle,115,Vantines Boat Launch,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,75,Rolling,,,,,,,,44.71955714,-73.34134024
8/7/2022,2:50 PM,Lake Champlain,Champlain - Main Lake North,Grand Isle,115,Vantines Boat Launch,1c - No Cyanobacteria Observed - other material present,,,Routine - Weekly,LCC Volunteer,Generally Safe,,76,Rolling,,,,,,,,44.71998635,-73.34164976
8/21/2022,2:50 PM,Lake Champlain,Champlain - Main Lake North,Grand Isle,115,Vantines Boat Launch,1c - No Cyanobacteria Observed - other material present,,,Routine - Weekly,LCC Volunteer,Generally Safe,,74,Rolling,,,,,,,,44.72023856,-73.3418024
6/24/2022,12:11 PM,Lake Champlain,Champlain - Main Lake South,Charlotte,119,Town Farm Bay,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,60,Calm,,,,,,,,44.26839,-73.28846
7/1/2022,11:31 AM,Lake Champlain,Champlain - Main Lake South,Charlotte,119,Town Farm Bay,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,70,Rolling,,,,,,,,44.26854056,-73.2991751
7/6/2022,12:35 PM,Lake Champlain,Champlain - Main Lake South,Charlotte,119,Town Farm Bay,1b - No Cyanobacteria Observed - brown or turbid water,,,null,LCC Volunteer,Generally Safe,Water seemed murky but as you get closer to the shore it was more clear. I did not notice any cyanobacteria.,69.8,Calm,,,,,,,,44.27491719,-73.28517061
7/8/2022,10:13 AM,Lake Champlain,Champlain - Main Lake South,Charlotte,119,Town Farm Bay,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,69,Calm,,,,,,,,44.26873262,-73.29661091
7/15/2022,1:12 PM,Lake Champlain,Champlain - Main Lake South,Charlotte,119,Town Farm Bay,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,,Calm,,,,,,,,44.26870957,-73.29697569
7/22/2022,2:13 PM,Lake Champlain,Champlain - Main Lake South,Charlotte,119,Town Farm Bay,1a - No Cyanobacteria Observed - clear water,NA,NA,Routine - Weekly,LCC Volunteer,Generally Safe,NA,78,Calm,,,,,,,,44.26916811,-73.28877645
7/29/2022,10:25 AM,Lake Champlain,Champlain - Main Lake South,Charlotte,119,Town Farm Bay,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,72,Calm,,,,,,,,44.2686558,-73.29705079
8/5/2022,1:12 PM,Lake Champlain,Champlain - Main Lake South,Charlotte,119,Town Farm Bay,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,74,Calm,,,,,,,,44.26871726,-73.29693277
8/12/2022,11:33 AM,Lake Champlain,Champlain - Main Lake South,Charlotte,119,Town Farm Bay,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,71,Calm,,,,,,,,44.26840659,-73.2968735
8/19/2022,1:16 PM,Lake Champlain,Champlain - Main Lake South,Charlotte,119,Town Farm Bay,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,72,Calm,,,,,,,,44.26649693,-73.29408963
9/2/2022,2:29 PM,Lake Champlain,Champlain - Main Lake South,Charlotte,119,Town Farm Bay,1a - No Cyanobacteria Observed - clear water,NA,NA,Routine - Weekly,LCC Volunteer,Generally Safe,LF filing report on behalf of monitor who put site location in the wrong place (she has issues with the tracker and notes the dot jumps a lot when she tries to mark the location.),70,Calm,,,,,,,,44.2691758,-73.288755
6/30/2022,2:10 PM,Lake Champlain,Champlain - Malletts Bay,Colchester,120,Malletts Bay Boat Launch,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,Lots of pollen as far as could see,,Calm,,,,,,,,44.5529472,-73.23149558
7/7/2022,1:15 PM,Lake Champlain,Champlain - Malletts Bay,Colchester,120,Malletts Bay Boat Launch,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,"BUSY, NO BOAT LAUNCH STEWARDS ON DUTY",,Calm,,,,,,,,44.55293425,-73.23154803
7/21/2022,12:00 PM,Lake Champlain,Champlain - Malletts Bay,Colchester,120,Malletts Bay Boat Launch,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,"wind from on-shore, calm before threatened thunderstorms.  hot, and humid",,Calm,,,,,,,,44.55262843,-73.23118563
8/4/2022,2:55 PM,Lake Champlain,Champlain - Malletts Bay,Colchester,120,Malletts Bay Boat Launch,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,Raining,,Calm,,,,,,,,44.55257406,-73.23121424
8/11/2022,2:25 PM,Lake Champlain,Champlain - Malletts Bay,Colchester,120,Malletts Bay Boat Launch,1c - No Cyanobacteria Observed - other material present,,,Routine - Weekly,LCC Volunteer,Generally Safe,"raining, minimal other material",,Calm,,,,,,,,44.55257066,-73.23120471
8/25/2022,1:15 PM,Lake Champlain,Champlain - Malletts Bay,Colchester,120,Malletts Bay Boat Launch,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,,Rolling,,,,,,,,44.55269639,-73.23126193
9/1/2022,1:15 PM,Lake Champlain,Champlain - Malletts Bay,Colchester,120,Malletts Bay Boat Launch,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,,Calm,,,,,,,,44.55260804,-73.23120471
9/23/2022,1:10 PM,Lake Champlain,Champlain - Malletts Bay,Colchester,120,Malletts Bay Boat Launch,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,"cold and windy, boat steward on duty",,Rolling,,,,,,,,44.55258765,-73.23127146
9/29/2022,1:20 PM,Lake Champlain,Champlain - Malletts Bay,Colchester,120,Malletts Bay Boat Launch,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,BREEZY. THE GEOCODER LOCATION ON THE MAP IS TOO FAR OUT INTO THE COVE.  THE SAMPLE IS TAKEN CLOSE TO THE SHORE OFF THE PUBLIC DOCKS,,Rolling,,,,,,,,44.55266241,-73.23114749
10/13/2022,12:15 PM,Lake Champlain,Champlain - Malletts Bay,Colchester,120,Malletts Bay Boat Launch,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,,Rolling,,,,,,,,44.55257406,-73.23122378
11/3/2022,1:20 PM,Lake Champlain,Champlain - Malletts Bay,Colchester,120,Malletts Bay Boat Launch,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,Another crystal clear sunny fall day,,Calm,,,,,,,,44.55258086,-73.23130961
6/22/2022,1:30 PM,Lake Champlain,Champlain - Main Lake South,"Essex, NY",122,Whallons Bay,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,,Rolling,,,,,,,,44.27257793,-73.34968068
6/29/2022,1:30 PM,Lake Champlain,Champlain - Main Lake South,"Essex, NY",122,Whallons Bay,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,,Rolling,,,,,,,,44.27296204,-73.34993817
7/6/2022,2:19 PM,Lake Champlain,Champlain - Main Lake South,"Essex, NY",122,Whallons Bay,1b - No Cyanobacteria Observed - brown or turbid water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,,Rolling,,,,,,,,44.27261634,-73.34986307
7/13/2022,1:30 PM,Lake Champlain,Champlain - Main Lake South,"Essex, NY",122,Whallons Bay,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,,Rolling,,,,,,,,46.50320011,-79.32169616
7/20/2022,2:02 PM,Lake Champlain,Champlain - Main Lake South,"Essex, NY",122,Whallons Bay,1b - No Cyanobacteria Observed - brown or turbid water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,,Rolling,,,,,,,,44.27484587,-73.34687632
7/27/2022,1:28 PM,Lake Champlain,Champlain - Main Lake South,"Essex, NY",122,Whallons Bay,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,,Rolling,,,,,,,,44.27533751,-73.34687632
8/3/2022,2:01 PM,Lake Champlain,Champlain - Main Lake South,"Essex, NY",122,Whallons Bay,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,,Rolling,,,,,,,,44.27435423,-73.34618967
8/10/2022,3:00 PM,Lake Champlain,Champlain - Main Lake South,"Essex, NY",122,Whallons Bay,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,,Rolling,,,,,,,,44.27484587,-73.34756296
8/17/2022,2:13 PM,Lake Champlain,Champlain - Main Lake South,"Essex, NY",122,Whallons Bay,1b - No Cyanobacteria Observed - brown or turbid water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,,Rolling,,,,,,,,44.27287929,-73.34756296
8/24/2022,2:30 PM,Lake Champlain,Champlain - Main Lake South,"Essex, NY",122,Whallons Bay,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,,Rolling,,,,,,,,44.27361677,-73.346533
8/31/2022,2:22 PM,Lake Champlain,Champlain - Main Lake South,"Essex, NY",122,Whallons Bay,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,,Rolling,,,,,,,,44.27484587,-73.34584635
9/7/2022,2:26 PM,Lake Champlain,Champlain - Main Lake South,"Essex, NY",122,Whallons Bay,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,,Rolling,,,,,,,,44.27355531,-73.346533
9/8/2022,2:16 PM,Lake Champlain,Champlain - Main Lake Central,"Essex, NY",122,Whallons Bay,1d - Little Cyano Observed - recreation not impaired (include photos),100+,~20 feet,Supplemental,LCC Volunteer,Generally Safe,"Cyanobacteria dots appear near shore for over 1 mile along shore north of Walloons Bay, observed from kayak",,Calm,,,,,,,,44.26939612,-73.34241659
9/9/2022,2:32 PM,Lake Champlain,Champlain - Main Lake Central,"Essex, NY",122,Whallons Bay,1d - Little Cyano Observed - recreation not impaired (include photos),All along shore of bay - 1/4 mile,~10 feet,Supplemental,LCC Volunteer,Generally Safe,,,Calm,,,,,,,,44.27443566,-73.34962637
9/14/2022,3:30 PM,Lake Champlain,Champlain - Main Lake South,"Essex, NY",122,Whallons Bay,1b - No Cyanobacteria Observed - brown or turbid water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,,Rolling,,,,,,,,44.27533751,-73.34687632
9/21/2022,2:23 PM,Lake Champlain,Champlain - Main Lake South,"Essex, NY",122,Whallons Bay,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,,Rolling,,,,,,,,44.27386259,-73.34550303
9/28/2022,3:41 PM,Lake Champlain,Champlain - Main Lake South,"Essex, NY",122,Whallons Bay,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,,Rolling,,,,,,,,44.27361677,-73.34687632
10/29/2022,2:09 PM,Lake Champlain,Champlain - Main Lake Central,Shelburne,123,Shelburne Farms,1a - No Cyanobacteria Observed - clear water,NA,NA,Supplemental,LCC Staff,Generally Safe,,,Calm,,,,,,,,44.40441135,-73.26833361
6/23/2022,5:00 PM,Lake Champlain,Champlain - Main Lake North,Alburgh,127,Horicans Fish and Wildlife Access,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,,Calm,,,,,,,,44.91421205,-73.31415483
6/30/2022,1:00 PM,Lake Champlain,Champlain - Main Lake North,Alburgh,127,Horicans Fish and Wildlife Access,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,,Calm,,,,,,,,44.91409298,-73.31449279
7/7/2022,2:35 PM,Lake Champlain,Champlain - Main Lake North,Alburgh,127,Horicans Fish and Wildlife Access,1d - Little Cyano Observed - recreation not impaired (include photos),6 ft.,about 6 ft.,Routine - Weekly,LCC Volunteer,Generally Safe,"There was just this one small area, and I am not sure that it was Cyano. The rest of the lake that I could see looked good and clear.",,Calm,,,,,,,,44.91409298,-73.31449279
7/14/2022,2:33 PM,Lake Champlain,Champlain - Main Lake North,Alburgh,127,Horicans Fish and Wildlife Access,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,,Calm,,,,,,,,44.91409298,-73.31449279
7/21/2022,12:05 PM,Lake Champlain,Champlain - Main Lake North,Alburgh,127,Horicans Fish and Wildlife Access,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,,Rolling,,,,,,,,44.91409298,-73.31449279
7/28/2022,12:40 PM,Lake Champlain,Champlain - Main Lake North,Alburgh,127,Horicans Fish and Wildlife Access,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,,Rolling,,,,,,,,44.91409298,-73.31449279
8/4/2022,2:15 PM,Lake Champlain,Champlain - Main Lake North,Alburgh,127,Horicans Fish and Wildlife Access,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,,Calm,,,,,,,,44.91409298,-73.31449279
8/11/2022,12:30 PM,Lake Champlain,Champlain - Main Lake North,Alburgh,127,Horicans Fish and Wildlife Access,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,,Calm,,,,,,,,44.91409298,-73.31449279
8/18/2022,4:00 PM,Lake Champlain,Champlain - Main Lake North,Alburgh,127,Horicans Fish and Wildlife Access,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,,Rolling,,,,,,,,44.91409298,-73.31449279
8/25/2022,5:00 PM,Lake Champlain,Champlain - Main Lake North,Alburgh,127,Horicans Fish and Wildlife Access,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,,Calm,,,,,,,,44.91409298,-73.31449279
9/1/2022,1:00 PM,Lake Champlain,Champlain - Main Lake North,Alburgh,127,Horicans Fish and Wildlife Access,1b - No Cyanobacteria Observed - brown or turbid water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,,White Caps,,,,,,,,44.91409298,-73.31449279
9/8/2022,3:44 PM,Lake Champlain,Champlain - Main Lake North,Alburgh,127,Horicans Fish and Wildlife Access,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,,Calm,,,,,,,,44.91409298,-73.31449279
9/15/2022,2:45 PM,Lake Champlain,Champlain - Main Lake North,Alburgh,127,Horicans Fish and Wildlife Access,1b - No Cyanobacteria Observed - brown or turbid water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,,White Caps,,,,,,,,44.91409298,-73.31449279
9/22/2022,1:37 PM,Lake Champlain,Champlain - Main Lake North,Alburgh,127,Horicans Fish and Wildlife Access,1b - No Cyanobacteria Observed - brown or turbid water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,,White Caps,,,,,,,,44.91409298,-73.31449279
9/29/2022,12:25 PM,Lake Champlain,Champlain - Main Lake North,Alburgh,127,Horicans Fish and Wildlife Access,1b - No Cyanobacteria Observed - brown or turbid water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,,Rolling,,,,,,,,44.91409298,-73.31449279
6/23/2022,1:40 PM,Lake Champlain,Champlain - Main Lake North,Isle la Motte,128,"Stoney Point, Isle la Motte",1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,"small white caps, a little turbid but pretty clear.  Could be 1b",60.9,White Caps,,,,,,,,44.87149151,-73.35944125
6/30/2022,2:15 PM,Lake Champlain,Champlain - Main Lake North,Isle la Motte,128,"Stoney Point, Isle la Motte",1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,"Clear water, beautiful",70.5,Calm,,,,,,,,44.87149151,-73.35944125
7/7/2022,2:25 PM,Lake Champlain,Champlain - Main Lake North,Isle la Motte,128,"Stoney Point, Isle la Motte",2 - Cyano present - less than bloom levels (include photos),?  spots all along West coast of Isle La Motte,Could not see,Routine - Weekly,LCC Volunteer,Low Alert,"A little streaking on the surface - very bad 1d or light 2.  Might be 1d, but put 2 because so many spots all along length of Isle La Motte.",76.8,Calm,,,,,,,,44.87149151,-73.35944125
7/15/2022,3:05 PM,Lake Champlain,Champlain - Main Lake North,Isle la Motte,128,"Stoney Point, Isle la Motte",1d - Little Cyano Observed - recreation not impaired (include photos),,,Supplemental,LCC Volunteer,Generally Safe,"Weekly report 1 day late - Some dots of cyanobacteria, nothing on surface, 1d",81.5,Calm,,,,,,,,44.87149151,-73.35944125
7/21/2022,2:17 PM,Lake Champlain,Champlain - Main Lake North,Isle la Motte,128,"Stoney Point, Isle la Motte",1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,"No cyanobacteria, pretty clear",84.7,Rolling,,,,,,,,44.87149151,-73.35944125
7/28/2022,2:08 PM,Lake Champlain,Champlain - Main Lake North,Isle la Motte,128,"Stoney Point, Isle la Motte",1c - No Cyanobacteria Observed - other material present,,,Routine - Weekly,LCC Volunteer,Generally Safe,"Clear water, green algae on rocks near shore, worse than usual, no cyanobacteria",81.8,Rolling,,,,,,,,44.87149151,-73.35944125
8/4/2022,2:08 PM,Lake Champlain,Champlain - Main Lake North,Isle la Motte,128,"Stoney Point, Isle la Motte",1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,"Clear water, less green algae on rocks, better than last week",76.4,Rolling,,,,,,,,44.87149151,-73.35944125
8/11/2022,2:15 PM,Lake Champlain,Champlain - Main Lake North,Isle la Motte,128,"Stoney Point, Isle la Motte",1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,Clear water.  A little algae growing on rocks.  No Cyanobacteria.,77.1,Calm,,,,,,,,44.87149151,-73.35944125
8/18/2022,2:15 PM,Lake Champlain,Champlain - Main Lake North,Isle la Motte,128,"Stoney Point, Isle la Motte",1b - No Cyanobacteria Observed - brown or turbid water,,,Routine - Weekly,LCC Volunteer,Generally Safe,"Turbid, a little stringy green algae in the water (see jar)",75.5,Rolling,,,,,,,,44.87149151,-73.35944125
8/25/2022,2:30 PM,Lake Champlain,Champlain - Main Lake North,Isle la Motte,128,"Stoney Point, Isle la Motte",1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,"Very clear water, a little green algae floating in jar",80.2,Rolling,,,,,,,,44.87149151,-73.35944125
